frequency_ghz,transfer_real,transfer_imaginary,transfer_magnitude_db
6.101074218951005435e+01,2.239557792853223095e+00,-3.095805644528041300e-01,7.085449014168067272e+00
6.111450195513847206e+01,2.297380539566125979e+00,-2.493017262618759666e-01,7.275500968884454522e+00
6.121826172076688977e+01,2.448467308924288321e+00,-2.617200882724045052e-01,7.827226346822497405e+00
6.132202148639530748e+01,2.348191861381653034e+00,-1.792734902208162617e-01,7.439911415724212773e+00
6.142578125202372519e+01,2.323848233871766311e+00,-1.034836789190123341e-01,7.332758874366144042e+00
6.152954101765214290e+01,2.262101538682045110e+00,-2.333796639605123235e-01,7.136223603475952970e+00
6.163330078328056061e+01,2.280064757488885707e+00,-2.774205722412156905e-01,7.222765907517518791e+00
6.173706054890897832e+01,2.306212933516025743e+00,-3.457824030688820272e-01,7.354538630374599428e+00
6.184082031453739603e+01,2.248802834405868811e+00,-3.807264213418039001e-01,7.161759243538448061e+00
6.194458008016581374e+01,2.227942055365545126e+00,-3.125999535412289365e-01,7.042744818967456411e+00
6.204833984579424566e+01,2.244190874633874344e+00,-2.693912843696659176e-01,7.083328718661077161e+00
6.215209961142266337e+01,2.241089112778031023e+00,-3.247270212340971907e-01,7.099419229414022148e+00
6.225585937705108108e+01,2.228342865240138249e+00,-3.016999732648217303e-01,7.038530003897215614e+00
6.235961914267949879e+01,2.306509825549791781e+00,-2.679737325705668916e-01,7.317335727492853437e+00
6.246337890830791650e+01,2.271582829497905021e+00,-3.337407183639977681e-01,7.219318561389352240e+00
6.256713867393633421e+01,2.111190588294719728e+00,-3.299682275795869923e-01,6.595363571724951690e+00
6.267089843956475192e+01,2.141611220050045006e+00,-4.337765589888943341e-01,6.789425168109776365e+00
6.277465820519316964e+01,2.189684588730082204e+00,-2.060116148265245528e-01,6.845903975523150109e+00
6.287841797082158735e+01,2.159495094650912161e+00,-9.759965280986314384e-02,6.695906467883878221e+00
6.298217773645000506e+01,2.158317987061634913e+00,-2.962304090352042563e-01,6.763358769190239705e+00
6.308593750207842277e+01,2.311096069757239135e+00,-3.078130201805514554e-01,7.352725692032197280e+00
6.318969726770684048e+01,2.281981594808815128e+00,-2.616356337943547272e-01,7.222959958548255344e+00
6.329345703333525819e+01,2.243733487160420204e+00,-1.830608474640075811e-01,7.048238578598730264e+00
6.339721679896367590e+01,2.248239808298245546e+00,-2.680415319877084701e-01,7.098149043747246978e+00
6.350097656459209361e+01,2.083420166449915456e+00,-2.986029408182360179e-01,6.463844429469940422e+00
6.360473633022051843e+01,2.055999234653500984e+00,-2.988027070522429329e-01,6.351232847115968028e+00
6.370849609584893614e+01,2.225990064369791188e+00,-4.115524119280664639e-01,7.096436288595914021e+00
6.381225586147735385e+01,2.232309497809121357e+00,-4.247435513783504590e-01,7.129536668845863012e+00
6.391601562710577156e+01,2.174931762136434354e+00,-2.985574137320008981e-01,6.829988035760586662e+00
6.401977539273418927e+01,2.211383872171580833e+00,-3.241016432175489181e-01,6.985581418186155744e+00
6.412353515836261408e+01,2.133141894705966823e+00,-3.973119992812133017e-01,6.728503985753476968e+00
6.422729492399102469e+01,2.205943969287881945e+00,-3.870473936257511904e-01,7.003570499382960612e+00
6.433105468961944950e+01,2.191051197039188381e+00,-4.217808686112867744e-01,6.971076228881654124e+00
6.443481445524786011e+01,2.199271403429243321e+00,-3.565012266326273993e-01,6.958219591419010364e+00
6.453857422087628493e+01,2.230904312088132002e+00,-3.717211107076537902e-01,7.088550314296541366e+00
6.464233398650469553e+01,2.211444879521851092e+00,-2.703832234720106031e-01,6.957963858946731861e+00
6.474609375213312035e+01,2.060116772349554370e+00,-3.004792920246046051e-01,6.369258736161132362e+00
6.484985351776153095e+01,2.211957513182752688e+00,-3.100805184598230402e-01,6.980053183428395869e+00
6.495361328338995577e+01,2.271889605627924968e+00,-3.543619835347721625e-01,7.232138114974366871e+00
6.505737304901836637e+01,2.292583846924454161e+00,-5.269965528222421147e-01,7.430129473844413468e+00
6.516113281464679119e+01,2.272735839230020094e+00,-3.052500559666099234e-01,7.208623565765908126e+00
6.526489258027521601e+01,2.260864167258545443e+00,-1.720678169653560852e-01,7.110572439342042195e+00
6.536865234590362661e+01,2.182176857468120623e+00,-2.568982370303145024e-01,6.837575950684606774e+00
6.547241211153205143e+01,2.115261128421089154e+00,-4.119088898136404886e-01,6.668920777965363200e+00
6.557617187716046203e+01,2.186142311130718330e+00,-4.722555705895066791e-01,6.991648310361588514e+00
6.567993164278888685e+01,2.144976178983732495e+00,-4.107571990437212106e-01,6.784859910247071468e+00
6.578369140841731166e+01,2.129032004908486098e+00,-2.538140023505641163e-01,6.624932870966434351e+00
6.588745117404572227e+01,1.913971153013426685e+00,-3.686763967725566471e-01,5.796930550780114544e+00
6.599121093967414708e+01,2.028351113722095977e+00,-2.770625398294844777e-01,6.223147480681286758e+00
6.609497070530255769e+01,2.119325106879289766e+00,-2.916176609179576551e-01,6.605410364241465437e+00
6.619873047093098251e+01,2.221228617520245585e+00,-3.300018388439328043e-01,7.026681085132758575e+00
6.630249023655939311e+01,2.107390001565465187e+00,-3.775053139946231151e-01,6.612069837081254953e+00
6.640625000218781793e+01,2.199308285706528920e+00,-2.973898702304575425e-01,6.924413006465307774e+00
6.651000976781622853e+01,2.105948625535485785e+00,-2.454998451121366554e-01,6.527576936194554591e+00
6.661376953344465335e+01,2.186035198724587847e+00,-1.089666606575571683e-01,6.803920517203323470e+00
6.671752929907306395e+01,2.384347247167709849e+00,-2.462237999708280778e-01,7.593458152859460242e+00
6.682128906470148877e+01,2.153980862949751440e+00,-4.623313427124836616e-01,6.860446387226542875e+00
6.692504883032991359e+01,2.021049742824111206e+00,-2.685152685280318141e-01,6.187531231575619017e+00
6.702880859595832419e+01,2.006561570190970478e+00,-1.947706458203016244e-01,6.089777364939589432e+00
6.713256836158674901e+01,2.112208999041962798e+00,-2.987503337673711457e-01,6.580761654231677582e+00
6.723632812721515961e+01,2.215946592259715686e+00,-2.601710914156707966e-01,6.970643402607286987e+00
6.734008789284358443e+01,2.124148858358645864e+00,-1.572403932373462321e-01,6.567432122598861000e+00
6.744384765847199503e+01,2.136335139783234194e+00,-2.671898594689771089e-01,6.660795571818335148e+00
6.754760742410041985e+01,2.250138022027042162e+00,-3.629778794167552447e-01,7.155750232900696339e+00
6.765136718972883045e+01,2.153290446912328626e+00,-4.168753917356529670e-01,6.821852391717831310e+00
6.775512695535725527e+01,1.968614512500207248e+00,-3.973071112484071743e-01,6.056600999128774809e+00
6.785888672098566587e+01,1.996666199859161717e+00,-3.771805070874761912e-01,6.158386822313923759e+00
6.796264648661409069e+01,2.076297953036610799e+00,-4.285071136106158307e-01,6.526940946555445322e+00
6.806640625224250130e+01,2.165067639569906888e+00,-3.339590606999673916e-01,6.811549614677087305e+00
6.817016601787092611e+01,2.227353845382701092e+00,-3.174855808614815422e-01,7.043137539842580175e+00
6.827392578349935093e+01,2.138293466261171449e+00,-4.408952935912950344e-01,6.782166907000809708e+00
6.837768554912776153e+01,2.167736868775560488e+00,-4.225368014409836004e-01,6.882080055928380347e+00
6.848144531475618635e+01,2.319139427120686658e+00,-4.666048063281620917e-01,7.478876184017082096e+00
6.858520508038461116e+01,2.127842532918045926e+00,-3.896786668139603504e-01,6.702053270784769090e+00
6.868896484601302177e+01,1.940523584483123232e+00,-2.639339753863773064e-01,5.837985393364949260e+00
6.879272461164143238e+01,2.293045234588401371e+00,-4.314820526850731142e-01,7.359367204068054669e+00
6.889648437726985719e+01,2.198842426304255415e+00,-3.626121590805109207e-01,6.960413099199857179e+00
6.900024414289826780e+01,1.781127953168270661e+00,-3.035845039944283785e-01,5.138273604340460210e+00
6.910400390852669261e+01,2.036572468632556365e+00,-3.602549672995035146e-01,6.311809881908313713e+00
6.920776367415510322e+01,2.167253907996100626e+00,-3.337787762586822415e-01,6.820003873562594521e+00
6.931152343978354224e+01,2.064242154207772462e+00,-3.346536544371452315e-01,6.407882902292440619e+00
6.941528320541195285e+01,2.029787841523817971e+00,-3.391826911061547323e-01,6.268619855702805665e+00
6.951904297104037767e+01,2.146374590792082149e+00,-2.582727331630179646e-01,6.696542055193632770e+00
6.962280273666878827e+01,2.244064046004347279e+00,-3.946705435059531530e-01,7.153002433829680484e+00
6.972656250229721309e+01,2.289678456346730062e+00,-4.235113964825994448e-01,7.341586591051660449e+00
6.983032226792562369e+01,2.258952594463736752e+00,-2.315983272391790304e-01,7.123554102861307413e+00
6.993408203355404851e+01,2.033483736610230963e+00,-4.394980144701184366e-01,6.363087868493594534e+00
7.003784179918245911e+01,1.926897273190720794e+00,-5.271108753155434590e-01,6.010576756595307657e+00
7.014160156481088393e+01,2.004466408117096421e+00,-5.929632870501265751e-01,6.404308532330530213e+00
7.024536133043929453e+01,2.088619031101205614e+00,-4.411073847025298589e-01,6.586699920675181730e+00
7.034912109606771935e+01,2.020222388790356316e+00,-2.065202346452357784e-01,6.153132971367881510e+00
7.045288086169612995e+01,2.003829393747836196e+00,-7.126577093415262243e-02,6.042704578955122585e+00
7.055664062732455477e+01,2.069685569305335093e+00,-2.423663687380313292e-01,6.377238064313845989e+00
7.066040039295296538e+01,2.058427384803660054e+00,-3.955380487512238363e-01,6.428179105845518215e+00
7.076416015858139019e+01,2.141091072200166590e+00,-4.543203281122580317e-01,6.803969757869785084e+00
7.086791992420981501e+01,2.160063090021328236e+00,-5.721208569186334580e-01,6.983785119764018390e+00
7.097167968983822561e+01,2.359411650097031021e+00,-3.894118659635570356e-01,7.572794624798492080e+00
7.107543945546665043e+01,2.182418210170939510e+00,-2.102359390568190600e-01,6.818875287791001050e+00
7.117919922109506103e+01,2.044782011115870990e+00,-3.219674095494339250e-01,6.319301991424898013e+00
7.128295898672348585e+01,1.897955459444623294e+00,-4.231127389121389082e-01,5.776364619665134370e+00
7.138671875235189646e+01,1.952720628002161840e+00,-4.383713868089599841e-01,6.026336761416398957e+00
7.149047851798032127e+01,2.138389287758442503e+00,-3.708897798217624664e-01,6.730456155484393577e+00
7.159423828360873188e+01,2.138377723231605909e+00,-2.751008217718950988e-01,6.672978633316516195e+00
7.169799804923715669e+01,2.096776493174597800e+00,-3.783495409549155752e-01,6.570195042809809927e+00
7.180175781486556730e+01,2.118769453297622896e+00,-4.649766939843119617e-01,6.725953780205086829e+00
7.190551758049399211e+01,2.167401033696474411e+00,-5.563534453608397490e-01,6.995911566690955041e+00
7.200927734612240272e+01,2.194959871156556996e+00,-4.515069443832795959e-01,7.008514003275160498e+00
7.211303711175082753e+01,2.125650761239777697e+00,-4.093138474234950808e-01,6.707957025506612325e+00
7.221679687737923814e+01,2.123316868044516248e+00,-4.440407412736470660e-01,6.726193174177277356e+00
7.232055664300766296e+01,2.185854253711990047e+00,-3.199717447390205138e-01,6.884501446576561712e+00
7.242431640863607356e+01,1.960368339825045103e+00,-4.222031586026091521e-01,6.043664236423161640e+00
7.252807617426451259e+01,1.786779036377558194e+00,-4.053431437789918323e-01,5.259361256737841828e+00
7.263183593989292319e+01,2.048694981761659761e+00,-3.001390249709809943e-01,6.321772452224686312e+00
7.273559570552134801e+01,2.208600954587296439e+00,-3.570170342890683912e-01,6.994369966515224135e+00
7.283935547114975861e+01,2.011662041668836221e+00,-4.639360440252184303e-01,6.296155672038789675e+00
7.294311523677818343e+01,2.150574606837064806e+00,-5.548823667777055269e-01,6.930992811973808898e+00
7.304687500240659404e+01,2.097912040882031981e+00,-6.930841614531609851e-01,6.885622424441857348e+00
7.315063476803501885e+01,1.985909581075719466e+00,-6.363196950760803272e-01,6.383634049952416234e+00
7.325439453366344367e+01,1.859559068580050267e+00,-6.188100106446738913e-01,5.844313899417347358e+00
7.335815429929185427e+01,1.862995852699613097e+00,-8.724286717611333675e-01,6.265338917127911245e+00
7.346191406492027909e+01,1.968808314645798196e+00,-5.794347760045575058e-01,6.244832935972501886e+00
7.356567383054868969e+01,2.218958503486079259e+00,-3.807012152600089960e-01,7.048974662013519854e+00
7.366943359617711451e+01,1.923028732858816925e+00,-2.833962580142987409e-01,5.773025241361638749e+00
7.377319336180552511e+01,1.845010637284169253e+00,-2.281419957724312164e-01,5.385879363521487662e+00
7.387695312743394993e+01,1.795124048540871264e+00,-7.366375368127867085e-02,5.089196276314518208e+00
7.398071289306236054e+01,1.943142294241974932e+00,-1.922387772023538555e-01,5.812392094568023637e+00
7.408447265869078535e+01,2.127922662094416495e+00,-4.189214440963475727e-01,6.724257680236696899e+00
7.418823242431919596e+01,1.948972104784652215e+00,-4.552944110998894955e-01,6.026876648058959951e+00
7.429199218994762077e+01,1.944804248142685266e+00,-3.109407173536171132e-01,5.887139232805472133e+00
7.439575195557603138e+01,2.061458219903623768e+00,-3.047990412968863971e-01,6.377410720432332703e+00
7.449951172120445619e+01,1.985695263509596353e+00,-4.136249984596308549e-01,6.142718160717520526e+00
7.460327148683286680e+01,2.040417392035996258e+00,-3.400101344636107803e-01,6.313331544569376064e+00
7.470703125246129161e+01,2.139358841984931647e+00,-3.570177309809849930e-01,6.724966634232803386e+00
7.481079101808970222e+01,1.956846659897590657e+00,-2.358226574678334020e-01,5.893755040844296467e+00
7.491455078371812704e+01,1.773430576676921167e+00,-4.898091124109442696e-01,5.295546927476820542e+00
7.501831054934653764e+01,2.010127763544876878e+00,-6.320673064735632396e-01,6.473949722917044625e+00
7.512207031497496246e+01,1.887633257819864907e+00,-5.026379256865091127e-01,5.815860817337816790e+00
7.522583008060337306e+01,1.814384398757487027e+00,-4.360178169742870979e-01,5.418415239224567692e+00
7.532958984623179788e+01,2.018768853447450606e+00,-5.067580722573447050e-01,6.367116485485765587e+00
7.543334961186020848e+01,2.025468676105179000e+00,-6.061774679901914542e-01,6.503050437194220379e+00
7.553710937748863330e+01,2.100189909664614607e+00,-4.943044351716351925e-01,6.679322364132823431e+00
7.564086914311704390e+01,1.880574497450026028e+00,-4.917927865839155643e-01,5.773102986757979949e+00
7.574462890874548293e+01,1.853544174404993861e+00,-5.051403880190289408e-01,5.671196668454624223e+00
7.584838867437390775e+01,1.855301581636826347e+00,-3.033847439583050587e-01,5.482894343311350838e+00
7.595214844000231835e+01,1.836523569948161905e+00,-3.828468151931693764e-01,5.464674582455915974e+00
7.605590820563074317e+01,1.659431976658793495e+00,-4.554626720033169152e-01,4.714619813783545332e+00
7.615966797125915377e+01,1.747741208111699640e+00,-4.465159882273921355e-01,5.124143265181438700e+00
7.626342773688757859e+01,1.819524079306919173e+00,-5.084134076136633817e-01,5.525650520132304955e+00
7.636718750251598919e+01,1.713541856153457887e+00,-4.770879506627379585e-01,5.002143210497155934e+00
7.647094726814441401e+01,1.869774875797531877e+00,-4.639234917872437358e-01,5.695240830947147614e+00
7.657470703377282462e+01,1.623122314523078424e+00,-3.501952017640543868e-01,4.404623988433179704e+00
7.667846679940124943e+01,1.771003177651798932e+00,-3.144258916744503418e-01,5.099166916371081548e+00
7.678222656502966004e+01,1.704642652536390468e+00,-3.385425768873764341e-01,4.800669993171239547e+00
7.688598633065808485e+01,1.370521753822848909e+00,-5.743259155777634684e-01,3.440344986079083789e+00
7.698974609628649546e+01,1.426911708033307136e+00,-1.795459543043081141e-01,3.156164237889326873e+00
7.709350586191492027e+01,1.727429512924445465e+00,-3.663706945680404448e-01,4.939095672266616610e+00
7.719726562754333088e+01,1.884409519484372186e+00,-5.394992731966467003e-01,5.845639961717168376e+00
7.730102539317175570e+01,1.819447889194218071e+00,-4.510603434873802775e-01,5.457827307091326574e+00
7.740478515880016630e+01,1.899534039573669508e+00,-5.648046325610449614e-01,5.940867613668093128e+00
7.750854492442859112e+01,1.910809549967690257e+00,-5.123980380474091323e-01,5.925925131031152482e+00
7.761230469005700172e+01,1.753530100952072512e+00,-5.014910602383739757e-01,5.219693929740757632e+00
7.771606445568542654e+01,1.838125279777377274e+00,-4.276970285174839792e-01,5.516487144924715480e+00
7.781982422131383714e+01,1.853843960503328780e+00,-3.334943833013429559e-01,5.499782171579061796e+00
7.792358398694226196e+01,1.670787209154567465e+00,-5.483819072056655974e-01,4.902749653787274120e+00
7.802734375257067256e+01,1.902226866660275739e+00,-7.192150697037416052e-01,6.165529520076827197e+00
7.813110351819909738e+01,1.928805244962226162e+00,-4.372890100704698857e-01,5.923445949193677507e+00
7.823486328382750798e+01,1.897267879657385636e+00,-5.438225909866989394e-01,5.905485388210575337e+00
7.833862304945593280e+01,1.714935133351277896e+00,-7.368454638427743841e-01,5.420711343912040014e+00
7.844238281508435762e+01,1.668165829419492097e+00,-6.336563220994282375e-01,5.030136452864955032e+00
7.854614258071276822e+01,2.020374368220993588e+00,-5.833833444228869736e-01,6.456431643432800627e+00
7.864990234634119304e+01,1.860125911073859939e+00,-6.022527330805876877e-01,5.823789370653818409e+00
7.875366211196960364e+01,1.625834862997824315e+00,-3.275381957387142329e-01,4.394306393117394904e+00
7.885742187759802846e+01,1.489501188988858971e+00,-4.134335564587607315e-01,3.783145043314896760e+00
7.896118164322645328e+01,1.444970366228439218e+00,-4.766237360304452775e-01,3.645715455374372027e+00
7.906494140885487809e+01,1.569461593516657150e+00,-4.420329412048938367e-01,4.246534601983776192e+00
7.916870117448328870e+01,1.992922734107912541e+00,-4.650224474382255169e-01,6.220053146154956636e+00
7.927246094011171351e+01,1.879909965622459822e+00,-5.153771388266131792e-01,5.797464598875738062e+00
7.937622070574012412e+01,1.934075875116831877e+00,-6.404853975901820817e-01,6.181392403513493505e+00
7.947998047136854893e+01,1.640801927221039902e+00,-5.547694057705467863e-01,4.771212631089699840e+00
7.958374023699695954e+01,1.601788651770980065e+00,-5.778486605493805550e-01,4.623434769575477610e+00
7.968750000262538435e+01,1.565611516722559049e+00,-7.107137447521840734e-01,4.707416646579511088e+00
7.979125976825379496e+01,1.644234371557569130e+00,-8.207540975645383208e-01,5.285495736706284475e+00
7.989501953388221978e+01,1.462614051755561917e+00,-7.564872636868709144e-01,4.332116660416282627e+00
7.999877929951063038e+01,1.701967794054606298e+00,-5.863443233978816727e-01,5.106112266999929261e+00
8.010253906513905520e+01,1.889251583959391301e+00,-5.700972971483658780e-01,5.904274503150563902e+00
8.020629883076746580e+01,1.578318251592665478e+00,-5.142379250454812700e-01,4.402050091760249195e+00
8.031005859639589062e+01,1.510955592773320921e+00,-5.964729140396122231e-01,4.214010015182180879e+00
8.041381836202430122e+01,1.770991572872194109e+00,-3.296001596619906882e-01,5.112210470670466300e+00
8.051757812765272604e+01,1.809302796070651143e+00,-4.562206726039109150e-01,5.417930825706784859e+00
8.062133789328113664e+01,1.615156129979919752e+00,-6.729321704189279441e-01,4.859437723543925891e+00
8.072509765890956146e+01,1.440945857558894483e+00,-3.509036485583515441e-01,3.423157394175340151e+00
8.082885742453797207e+01,1.508650425301658826e+00,-3.147676032122647682e-01,3.756827681733904800e+00
8.093261719016639688e+01,1.761028179857775600e+00,-3.527303978483664615e-01,5.086157591754955298e+00
8.103637695579482170e+01,1.670374767429238849e+00,-5.243642427019103991e-01,4.864460257077116268e+00
8.114013672142323230e+01,1.826707549421636712e+00,-6.199404539515385171e-01,5.706814527760476707e+00
8.124389648705165712e+01,1.957822570372066417e+00,-6.727533779824935722e-01,6.320183545250862345e+00
8.134765625268006772e+01,1.607720821578493497e+00,-9.242297892749754551e-01,5.364280012608833914e+00
8.145141601830849254e+01,1.442200621644617042e+00,-8.005117311002819536e-01,4.346904997957397931e+00
8.155517578393690314e+01,1.392161635735976732e+00,-5.885068302382853167e-01,3.587824762730595918e+00
8.165893554956532796e+01,1.310758577362529431e+00,-5.467064329735605854e-01,3.047007245405463749e+00
8.176269531519373857e+01,1.221614306680929296e+00,-7.671248704722990475e-01,3.182349478411101273e+00
8.186645508082216338e+01,1.725968742255912680e+00,-6.892311072029371211e-01,5.383232911402488163e+00
8.197021484645057399e+01,1.545729167008356608e+00,-5.867541356442024236e-01,4.367284636272597886e+00
8.207397461207899880e+01,1.542048451499606010e+00,-5.985817989704401709e-01,4.371499966680563176e+00
8.217773437770742362e+01,1.419287589388130932e+00,-8.117165019496714873e-01,4.270413529481894344e+00
8.228149414333584843e+01,1.722100396209821138e+00,-8.641439245580063711e-01,5.696517805227466980e+00
8.238525390896425904e+01,1.550388250737176232e+00,-8.867258624770913977e-01,5.037888428440428612e+00
8.248901367459268386e+01,1.483428221772603361e+00,-3.505855712351452214e-01,3.661369818675026533e+00
8.259277344022109446e+01,1.473140125360532515e+00,-4.789421863199725959e-01,3.801257219361840356e+00
8.269653320584951928e+01,1.640688416449732623e+00,-7.203711265784461526e-01,5.066123128742862747e+00
8.280029297147792988e+01,1.798553905126852426e+00,-7.617045340400611098e-01,5.814933978493495914e+00
8.290405273710635470e+01,1.675506276823302443e+00,-1.044176131638145044e+00,5.908000609028936978e+00
8.300781250273476530e+01,1.344952601033387651e+00,-8.949532788400647032e-01,4.166136951216649287e+00
8.311157226836319012e+01,1.260149398405994381e+00,-1.300170604891753401e+00,5.156646048022595963e+00
8.321533203399160072e+01,1.528589010083997834e+00,-7.169204360928269626e-01,4.549300759870619437e+00
8.331909179962002554e+01,1.184395420136842514e+00,-2.692556684494848418e-01,1.688777301724045055e+00
8.342285156524845036e+01,1.550507857664426004e+00,-5.926015997538668367e-01,4.401612116724510138e+00
8.352661133087686096e+01,1.617319686894852282e+00,-8.849168631244020977e-01,5.313257149038919103e+00
8.363037109650528578e+01,1.108890402266935249e+00,-6.036987330758130099e-01,2.025128604230550078e+00
8.373413086213369638e+01,1.183104568432758130e+00,-4.168289401896771995e-01,1.968619958528592173e+00
8.383789062776212120e+01,1.276154332796340718e+00,-4.030743634235823269e-01,2.531049999623511404e+00
8.394165039339053180e+01,1.419191066380546262e+00,-7.815825666673389405e-01,4.191251039847636584e+00
8.404541015901895662e+01,1.626847100466721541e+00,-9.927932357578979072e-01,5.601781114727566901e+00
8.414916992464736722e+01,1.610361661829726287e+00,-9.669657821463637504e-01,5.475639667845934255e+00
8.425292969027579204e+01,1.278487646811112599e+00,-9.828308450164465748e-01,4.150547092562451468e+00
8.435668945590420265e+01,1.321970054862617872e+00,-1.070500597383054808e+00,4.614349469022074324e+00
8.446044922153262746e+01,1.072131222667234596e+00,-8.399850935341517388e-01,2.683533526660530022e+00
8.456420898716103807e+01,9.649009680951748935e-01,-6.525541722776463383e-01,1.325353041039855961e+00
8.466796875278946288e+01,9.984637491450076840e-01,-8.928178442122784997e-01,2.538354047225897414e+00
8.477172851841787349e+01,1.078353332072326420e+00,-8.553938397407935268e-01,2.775048174992815753e+00
8.487548828404629830e+01,1.279703336042904205e+00,-8.472901837162377658e-01,3.720907201754078297e+00
8.497924804967470891e+01,1.294110933240139261e+00,-5.979701505452191812e-01,3.079859811801242131e+00
8.508300781530313373e+01,1.482165563833430344e+00,-4.995756981218267834e-01,3.885258058674787129e+00
8.518676758093154433e+01,1.093647852629652029e+00,-8.470766278585321052e-01,2.818521697508860502e+00
8.529052734655996915e+01,1.164495504236469525e+00,-9.036721811706271978e-01,3.369944054387119969e+00
8.539428711218839396e+01,1.261775181809034807e+00,-6.619859849710966193e-01,3.075606539272648821e+00
8.549804687781681878e+01,1.265948731078653910e+00,-5.380468899068946431e-01,2.769488244475248884e+00
8.560180664344522938e+01,1.178142454949120399e+00,-5.262186576344265454e-01,2.213948623454775166e+00
8.570556640907365420e+01,1.216128172789131767e+00,-3.218588397711653060e-01,1.993604165151464436e+00
8.580932617470207902e+01,9.582899627047323232e-01,-4.453843090314748010e-01,4.793139626018169674e-01
8.591308594033048962e+01,1.285237529008729007e+00,-5.092417741114705354e-01,2.812976585710363686e+00
8.601684570595891444e+01,1.160929940973939534e+00,-1.005367866408154232e+00,3.726400927032516464e+00
8.612060547158732504e+01,8.633338290055664332e-01,-5.795376707175931008e-01,3.390973730522440777e-01
8.622436523721574986e+01,9.547968222767172497e-01,-4.931293722833759996e-01,6.251187089506073935e-01
8.632812500284416046e+01,7.315584430711545849e-01,-6.931166958523627963e-01,6.717778650101173532e-02
8.643188476847258528e+01,8.546322133985044811e-01,-1.196073279197886752e+00,3.346522566477744043e+00
8.653564453410099588e+01,1.254767817904868465e+00,-8.794287969158821605e-01,3.706679953125481930e+00
8.663940429972942070e+01,1.174463820924412261e+00,-7.259932471592684955e-01,2.802211965007867622e+00
8.674316406535783130e+01,9.757184342168344626e-01,-3.251913165097642944e-01,2.439364958844298104e-01
8.684692383098625612e+01,1.054533162348909592e+00,-8.029179691816004105e-01,2.447019167112994609e+00
8.695068359661466673e+01,1.104707447899970774e+00,-1.017837384059374850e+00,3.534106028318616310e+00
8.705444336224309154e+01,1.231043629924233551e+00,-1.139294004216291123e+00,4.492406287456429226e+00
8.715820312787150215e+01,8.385904687499112775e-01,-1.072674761365336904e+00,2.680781329035804017e+00
8.726196289349992696e+01,6.872922253275564053e-01,-9.593236729671075214e-01,1.438490039111209651e+00
8.736572265912833757e+01,9.655380219636224837e-01,-8.799912314111462130e-01,2.321440170086054522e+00
8.746948242475676238e+01,1.093968366877770659e+00,-8.019329240332794262e-01,2.647855335198316507e+00
8.757324219038517299e+01,7.794977609179619682e-01,-1.049287254790673529e+00,2.326456133114390923e+00
8.767700195601359781e+01,7.153904978485764454e-01,-9.923564522099742602e-01,1.750926511059540669e+00
8.778076172164200841e+01,7.927188899116803800e-01,-9.795886601803163174e-01,2.008497272933543076e+00
8.788452148727043323e+01,9.995333101826310296e-01,-9.474754818338154694e-01,2.780161893797810091e+00
8.798828125289884383e+01,7.998490682025950482e-01,-1.163718299212906260e+00,2.997248951908338732e+00
8.809204101852726865e+01,7.550711247311510110e-01,-1.077689653350094146e+00,2.384343826601502236e+00
8.819580078415567925e+01,7.211837859265797235e-01,-9.674344270412397195e-01,1.631719410029610628e+00
8.829956054978410407e+01,6.930842937801584558e-01,-1.014334568065870190e+00,1.787584376802987540e+00
8.840332031541251467e+01,6.966653283902958238e-01,-6.797754505023438920e-01,-2.344954755577870475e-01
8.850708008104093949e+01,9.289194129709689163e-01,-8.389901171114280132e-01,1.950123688706454583e+00
8.861083984666937852e+01,6.587516785129829966e-01,-7.657863072025931084e-01,8.762977081291910275e-02
8.871459961229778912e+01,4.382882148691490953e-01,-8.801480948942718152e-01,-1.468257211482595637e-01
8.881835937792621394e+01,8.937363520314698384e-01,-9.102592966022164944e-01,2.114774065615197429e+00
8.892211914355462454e+01,9.864944239848888463e-01,-8.197918048423015192e-01,2.162265809560987684e+00
8.902587890918304936e+01,7.045867596138405409e-01,-9.725227351507509388e-01,1.590384313960857776e+00
8.912963867481145996e+01,3.324926447714023903e-01,-9.655982991225298129e-01,1.825575734998403921e-01
8.923339844043988478e+01,3.684203603616901246e-01,-8.043855886823063628e-01,-1.063659730207752396e+00
8.933715820606829539e+01,5.838585237271955997e-01,-5.324141836621721913e-01,-2.045679617195092614e+00
8.944091797169672020e+01,1.101811902965629031e+00,-5.702671117059673334e-01,1.872933753574188342e+00
8.954467773732513081e+01,9.652732574564032442e-01,-8.961400179092970930e-01,2.392542684100197103e+00
8.964843750295355562e+01,1.601745188538742370e-01,-8.149528174540532355e-01,-1.612743097501929457e+00
8.975219726858196623e+01,1.562834892349504456e-01,-5.975134060247050405e-01,-4.185660247967360803e+00
8.985595703421039104e+01,3.971575384110918594e-01,-8.008484541743167151e-01,-9.740302323785186012e-01
8.995971679983880165e+01,5.752763012614851013e-01,-1.064575554768280918e+00,1.656193656639860290e+00
9.006347656546722646e+01,8.333656787172342151e-01,-9.332420129052478863e-01,1.946361517864226620e+00
9.016723633109563707e+01,9.912974132020768714e-01,-7.479211216206458346e-01,1.881003047602739287e+00
9.027099609672406189e+01,6.243338180473303467e-01,-7.843485795434381735e-01,2.164078512463359430e-02
9.037475586235247249e+01,3.886123335401414636e-01,-1.013792143249026001e+00,7.143793709211285758e-01
